цель	судья	род	было	стало	идентификатор
elixir	связывание	функция	В нижний регистр	В нижний регистр Elixir	v_nizhniy_registr_elixir
elixir	связывание	функция	Ветка диспетчера	Ветка диспетчера Elixir	vetka_dispetchera_elixir
elixir	связывание	функция	Взять поле	Взять поле Elixir	vzyat_pole_elixir
elixir	связывание	функция	Вид узла	Вид узла Elixir	vid_uzla_elixir
elixir	связывание	функция	Временное	Временное Elixir	vremennoe_elixir
elixir	связывание	функция	Все вызовы	Все вызовы Elixir	vse_vyzovy_elixir
elixir	связывание	функция	Гасить неиспользованные	Гасить неиспользованные Elixir	gasit_neispolzovannye_elixir
elixir	связывание	функция	Готовая проверка	Готовая проверка Elixir	gotovaya_proverka_elixir
elixir	связывание	функция	Граница слова	Граница слова Elixir	granica_slova_elixir
elixir	связывание	функция	Добавить вызов	Добавить вызов Elixir	dobavit_vyzov_elixir
elixir	связывание	функция	Добавить имя вызова	Добавить имя вызова Elixir	dobavit_imya_vyzova_elixir
elixir	связывание	функция	Добавить уникальное	Добавить уникальное Elixir	dobavit_unikalnoe_elixir
elixir	связывание	функция	Договор на двери	Договор на двери Elixir	dogovor_na_dveri_elixir
elixir	связывание	функция	Дописать слово	Дописать слово Elixir	dopisat_slovo_elixir
elixir	связывание	функция	Есть в таблице	Есть в таблице Elixir	est_v_tablice_elixir
elixir	связывание	функция	Есть имя модуля	Есть имя модуля Elixir	est_imya_modulya_elixir
elixir	связывание	функция	Есть метка	Есть метка Elixir	est_metka_elixir
elixir	связывание	функция	Есть поле у узла	Есть поле у узла Elixir	est_pole_u_uzla_elixir
elixir	связывание	функция	Есть слово	Есть слово Elixir	est_slovo_elixir
elixir	связывание	функция	Есть функция с именем	Есть функция с именем Elixir	est_funkciya_s_imenem_elixir
elixir	связывание	функция	Закрыть вершину	Закрыть вершину Elixir	zakryt_vershinu_elixir
elixir	связывание	функция	Заменить взятое	Заменить взятое Elixir	zamenit_vzyatoe_elixir
elixir	связывание	функция	Заменить низ	Заменить низ Elixir	zamenit_niz_elixir
elixir	связывание	функция	Заменить счётчик	Заменить счётчик Elixir	zamenit_schyotchik_elixir
elixir	связывание	функция	Замены в верхний регистр	Замены в верхний регистр Elixir	zameny_v_verhniy_registr_elixir
elixir	связывание	функция	Замены в нижний регистр	Замены в нижний регистр Elixir	zameny_v_nizhniy_registr_elixir
elixir	связывание	функция	Замены кириллицы	Замены кириллицы Elixir	zameny_kirillicy_elixir
elixir	связывание	функция	Записать компоненту	Записать компоненту Elixir	zapisat_komponentu_elixir
elixir	связывание	функция	Записать ошибку	Записать ошибку Elixir	zapisat_oshibku_elixir
elixir	связывание	функция	Змейка	Змейка Elixir	zmeyka_elixir
elixir	связывание	функция	Значение по ключу	Значение по ключу Elixir	znachenie_po_klyuchu_elixir
elixir	связывание	функция	Значения полей	Значения полей Elixir	znacheniya_poley_elixir
elixir	связывание	функция	Идентификаторы для	Идентификаторы для Elixir	identifikatory_dlya_elixir
elixir	связывание	функция	Идентификаторы параметров	Идентификаторы параметров Elixir	identifikatory_parametrov_elixir
elixir	связывание	функция	Имена вариантов	Имена вариантов Elixir	imena_variantov_elixir
elixir	связывание	функция	Имена записей	Имена записей Elixir	imena_zapisey_elixir
elixir	связывание	функция	Имена полей типа	Имена полей типа Elixir	imena_poley_tipa_elixir
elixir	связывание	функция	Имена рёбер	Имена рёбер Elixir	imena_ryober_elixir
elixir	связывание	функция	Имена функций	Имена функций Elixir	imena_funkciy_elixir
elixir	связывание	функция	Имя модуля	Имя модуля Elixir	imya_modulya_elixir
elixir	связывание	функция	Исходник модуля	Исходник модуля Elixir	ishodnik_modulya_elixir
elixir	связывание	функция	Каноническое имя формы	Каноническое имя формы Elixir	kanonicheskoe_imya_formy_elixir
elixir	связывание	функция	Ключи полей	Ключи полей Elixir	klyuchi_poley_elixir
elixir	связывание	функция	Компоненты связности	Компоненты связности Elixir	komponenty_svyaznosti_elixir
elixir	связывание	функция	Контекст двери	Контекст двери Elixir	kontekst_dveri_elixir
elixir	связывание	функция	Корень Тарьяна	Корень Тарьяна Elixir	koren_taryana_elixir
elixir	связывание	функция	Между	Между Elixir	mezhdu_elixir
elixir	связывание	функция	Меньшее	Меньшее Elixir	menshee_elixir
elixir	связывание	функция	Метка или ноль	Метка или ноль Elixir	metka_ili_nol_elixir
elixir	связывание	функция	Найти в таблице	Найти в таблице Elixir	nayti_v_tablice_elixir
elixir	связывание	функция	Найти метку	Найти метку Elixir	nayti_metku_elixir
elixir	связывание	функция	Найти функцию	Найти функцию Elixir	nayti_funkciyu_elixir
elixir	связывание	функция	Начальное взятое	Начальное взятое Elixir	nachalnoe_vzyatoe_elixir
elixir	связывание	функция	Начальный контекст	Начальный контекст Elixir	nachalnyy_kontekst_elixir
elixir	связывание	функция	Не конечное	Не конечное Elixir	ne_konechnoe_elixir
elixir	связывание	функция	Неизвестный вид	Неизвестный вид Elixir	neizvestnyy_vid_elixir
elixir	связывание	функция	Обновить вариант типа	Обновить вариант типа Elixir	obnovit_variant_tipa_elixir
elixir	связывание	функция	Обновить запись типа	Обновить запись типа Elixir	obnovit_zapis_tipa_elixir
elixir	связывание	функция	Обновить метку	Обновить метку Elixir	obnovit_metku_elixir
elixir	связывание	функция	Обновить пару	Обновить пару Elixir	obnovit_paru_elixir
elixir	связывание	функция	Обойти вершину	Обойти вершину Elixir	oboyti_vershinu_elixir
elixir	связывание	функция	Обратное ребро	Обратное ребро Elixir	obratnoe_rebro_elixir
elixir	связывание	функция	Обход всего	Обход всего Elixir	obhod_vsego_elixir
elixir	связывание	функция	Обход полей	Обход полей Elixir	obhod_poley_elixir
elixir	связывание	функция	Обход хвоста	Обход хвоста Elixir	obhod_hvosta_elixir
elixir	связывание	функция	Обход хвоста ветвей	Обход хвоста ветвей Elixir	obhod_hvosta_vetvey_elixir
elixir	связывание	функция	Обход хвоста случаев	Обход хвоста случаев Elixir	obhod_hvosta_sluchaev_elixir
elixir	связывание	функция	Обход хвоста случая	Обход хвоста случая Elixir	obhod_hvosta_sluchaya_elixir
elixir	связывание	функция	Овеществить	Овеществить Elixir	oveschestvit_elixir
elixir	связывание	функция	Описание функции	Описание функции Elixir	opisanie_funkcii_elixir
elixir	связывание	функция	Ошибка образца	Ошибка образца Elixir	oshibka_obrazca_elixir
elixir	связывание	функция	Первая из меток	Первая из меток Elixir	pervaya_iz_metok_elixir
elixir	связывание	функция	Первая из функций	Первая из функций Elixir	pervaya_iz_funkciy_elixir
elixir	связывание	функция	Первое из пар	Первое из пар Elixir	pervoe_iz_par_elixir
elixir	связывание	функция	Первое из полей	Первое из полей Elixir	pervoe_iz_poley_elixir
elixir	связывание	функция	Первый символ	Первый символ Elixir	pervyy_simvol_elixir
elixir	связывание	функция	Печать Makefile	Печать Makefile Elixir	pechat_makefile_elixir
elixir	связывание	функция	Печать ветви	Печать ветви Elixir	pechat_vetvi_elixir
elixir	связывание	функция	Печать диспетчера	Печать диспетчера Elixir	pechat_dispetchera_elixir
elixir	связывание	функция	Печать записи	Печать записи Elixir	pechat_zapisi_elixir
elixir	связывание	функция	Печать значения	Печать значения Elixir	pechat_znacheniya_elixir
elixir	связывание	функция	Печать известной формы	Печать известной формы Elixir	pechat_izvestnoy_formy_elixir
elixir	связывание	функция	Печать конструктора	Печать конструктора Elixir	pechat_konstruktora_elixir
elixir	связывание	функция	Печать конструктора варианта	Печать конструктора варианта Elixir	pechat_konstruktora_varianta_elixir
elixir	связывание	функция	Печать литерала	Печать литерала Elixir	pechat_literala_elixir
elixir	связывание	функция	Печать операции	Печать операции Elixir	pechat_operacii_elixir
elixir	связывание	функция	Печать переменной	Печать переменной Elixir	pechat_peremennoy_elixir
elixir	связывание	функция	Печать поля записи	Печать поля записи Elixir	pechat_polya_zapisi_elixir
elixir	связывание	функция	Печать помощника операции	Печать помощника операции Elixir	pechat_pomoschnika_operacii_elixir
elixir	связывание	функция	Печать программы	Печать программы Elixir	pechat_programmy_elixir
elixir	связывание	функция	Печать разбора	Печать разбора Elixir	pechat_razbora_elixir
elixir	связывание	функция	Печать разбора значением	Печать разбора значением Elixir	pechat_razbora_znacheniem_elixir
elixir	связывание	функция	Печать свёртки	Печать свёртки Elixir	pechat_svyortki_elixir
elixir	связывание	функция	Печать свёртки дальше	Печать свёртки дальше Elixir	pechat_svyortki_dalshe_elixir
elixir	связывание	функция	Печать скаляра	Печать скаляра Elixir	pechat_skalyara_elixir
elixir	связывание	функция	Печать списка	Печать списка Elixir	pechat_spiska_elixir
elixir	связывание	функция	Печать тел	Печать тел Elixir	pechat_tel_elixir
elixir	связывание	функция	Печать фабрики	Печать фабрики Elixir	pechat_fabriki_elixir
elixir	связывание	функция	Печать формы	Печать формы Elixir	pechat_formy_elixir
elixir	связывание	функция	Печать функции	Печать функции Elixir	pechat_funkcii_elixir
elixir	связывание	функция	Печать хвоста	Печать хвоста Elixir	pechat_hvosta_elixir
elixir	связывание	функция	Печать цикла	Печать цикла Elixir	pechat_cikla_elixir
elixir	связывание	функция	Печать цикла дальше	Печать цикла дальше Elixir	pechat_cikla_dalshe_elixir
elixir	связывание	функция	Поле узла	Поле узла Elixir	pole_uzla_elixir
elixir	связывание	функция	Положить в таблицу	Положить в таблицу Elixir	polozhit_v_tablicu_elixir
elixir	связывание	функция	Положить метку	Положить метку Elixir	polozhit_metku_elixir
elixir	связывание	функция	Поля узла	Поля узла Elixir	polya_uzla_elixir
elixir	связывание	функция	Пометка вида типа	Пометка вида типа Elixir	pometka_vida_tipa_elixir
elixir	связывание	функция	Пометка имени типа	Пометка имени типа Elixir	pometka_imeni_tipa_elixir
elixir	связывание	функция	Пометка типа	Пометка типа Elixir	pometka_tipa_elixir
elixir	связывание	функция	Помощник формы	Помощник формы Elixir	pomoschnik_formy_elixir
elixir	связывание	функция	Помощники операций	Помощники операций Elixir	pomoschniki_operaciy_elixir
elixir	связывание	функция	Помощники форм	Помощники форм Elixir	pomoschniki_form_elixir
elixir	связывание	функция	Последний символ	Последний символ Elixir	posledniy_simvol_elixir
elixir	связывание	функция	Последняя строка	Последняя строка Elixir	poslednyaya_stroka_elixir
elixir	связывание	функция	Применить замены	Применить замены Elixir	primenit_zameny_elixir
elixir	связывание	функция	Проверить арность вызова	Проверить арность вызова Elixir	proverit_arnost_vyzova_elixir
elixir	связывание	функция	Проверить арность формы	Проверить арность формы Elixir	proverit_arnost_formy_elixir
elixir	связывание	функция	Проверить вариант	Проверить вариант Elixir	proverit_variant_elixir
elixir	связывание	функция	Проверить запись	Проверить запись Elixir	proverit_zapis_elixir
elixir	связывание	функция	Проверить имя записи	Проверить имя записи Elixir	proverit_imya_zapisi_elixir
elixir	связывание	функция	Проверить имя узла	Проверить имя узла Elixir	proverit_imya_uzla_elixir
elixir	связывание	функция	Проверить постусловия	Проверить постусловия Elixir	proverit_postusloviya_elixir
elixir	связывание	функция	Проверка литералом	Проверка литералом Elixir	proverka_literalom_elixir
elixir	связывание	функция	Проверка образца	Проверка образца Elixir	proverka_obrazca_elixir
elixir	связывание	функция	Проверки договора	Проверки договора Elixir	proverki_dogovora_elixir
elixir	связывание	функция	Пройти части	Пройти части Elixir	proyti_chasti_elixir
elixir	связывание	функция	Пустое состояние	Пустое состояние Elixir	pustoe_sostoyanie_elixir
elixir	связывание	функция	Разрешить вызов	Разрешить вызов Elixir	razreshit_vyzov_elixir
elixir	связывание	функция	Ребро Тарьяна	Ребро Тарьяна Elixir	rebro_taryana_elixir
elixir	связывание	функция	Ребро вглубь	Ребро вглубь Elixir	rebro_vglub_elixir
elixir	связывание	функция	Ребро внутри	Ребро внутри Elixir	rebro_vnutri_elixir
elixir	связывание	функция	Рекурсивная одиночка	Рекурсивная одиночка Elixir	rekursivnaya_odinochka_elixir
elixir	связывание	функция	Рекурсивные функции	Рекурсивные функции Elixir	rekursivnye_funkcii_elixir
elixir	связывание	функция	Рёбра вызовов	Рёбра вызовов Elixir	ryobra_vyzovov_elixir
elixir	связывание	функция	Самовызов в хвосте	Самовызов в хвосте Elixir	samovyzov_v_hvoste_elixir
elixir	связывание	функция	Свежее имя	Свежее имя Elixir	svezhee_imya_elixir
elixir	связывание	функция	Свободное имя	Свободное имя Elixir	svobodnoe_imya_elixir
elixir	связывание	функция	Связать имя	Связать имя Elixir	svyazat_imya_elixir
elixir	связывание	функция	Связать любое	Связать любое Elixir	svyazat_lyuboe_elixir
elixir	связывание	функция	Связать образец	Связать образец Elixir	svyazat_obrazec_elixir
elixir	связывание	функция	Связать параметр	Связать параметр Elixir	svyazat_parametr_elixir
elixir	связывание	функция	Связать параметр двери	Связать параметр двери Elixir	svyazat_parametr_dveri_elixir
elixir	связывание	функция	Связать поле варианта	Связать поле варианта Elixir	svyazat_pole_varianta_elixir
elixir	связывание	функция	Связки варианта	Связки варианта Elixir	svyazki_varianta_elixir
elixir	связывание	функция	Символы слова	Символы слова Elixir	simvoly_slova_elixir
elixir	связывание	функция	Синонимы форм	Синонимы форм Elixir	sinonimy_form_elixir
elixir	связывание	функция	Слить вариант типа	Слить вариант типа Elixir	slit_variant_tipa_elixir
elixir	связывание	функция	Слить варианты суммы	Слить варианты суммы Elixir	slit_varianty_summy_elixir
elixir	связывание	функция	Слить запись типа	Слить запись типа Elixir	slit_zapis_tipa_elixir
elixir	связывание	функция	Слить рёбра	Слить рёбра Elixir	slit_ryobra_elixir
elixir	связывание	функция	Слить файлы	Слить файлы Elixir	slit_fayly_elixir
elixir	связывание	функция	Слова	Слова Elixir	slova_elixir
elixir	связывание	функция	Словарные символы	Словарные символы Elixir	slovarnye_simvoly_elixir
elixir	связывание	функция	Слово аргументов	Слово аргументов Elixir	slovo_argumentov_elixir
elixir	связывание	функция	Снять вершину стека	Снять вершину стека Elixir	snyat_vershinu_steka_elixir
elixir	связывание	функция	Снять компоненту	Снять компоненту Elixir	snyat_komponentu_elixir
elixir	связывание	функция	Собрать вариант	Собрать вариант Elixir	sobrat_variant_elixir
elixir	связывание	функция	Собрать варианты	Собрать варианты Elixir	sobrat_varianty_elixir
elixir	связывание	функция	Собрать записи	Собрать записи Elixir	sobrat_zapisi_elixir
elixir	связывание	функция	Собрать общее	Собрать общее Elixir	sobrat_obschee_elixir
elixir	связывание	функция	Собрать параметр	Собрать параметр Elixir	sobrat_parametr_elixir
elixir	связывание	функция	Собрать поле типа	Собрать поле типа Elixir	sobrat_pole_tipa_elixir
elixir	связывание	функция	Собрать поля типа	Собрать поля типа Elixir	sobrat_polya_tipa_elixir
elixir	связывание	функция	Собрать постусловие	Собрать постусловие Elixir	sobrat_postuslovie_elixir
elixir	связывание	функция	Собрать предусловие	Собрать предусловие Elixir	sobrat_preduslovie_elixir
elixir	связывание	функция	Собрать суммы	Собрать суммы Elixir	sobrat_summy_elixir
elixir	связывание	функция	Собрать функции	Собрать функции Elixir	sobrat_funkcii_elixir
elixir	связывание	функция	Собрать функцию	Собрать функцию Elixir	sobrat_funkciyu_elixir
elixir	связывание	функция	Строка поля	Строка поля Elixir	stroka_polya_elixir
elixir	связывание	функция	Строка поля или	Строка поля или Elixir	stroka_polya_ili_elixir
elixir	связывание	функция	Строка скаляра	Строка скаляра Elixir	stroka_skalyara_elixir
elixir	связывание	функция	Строка узла	Строка узла Elixir	stroka_uzla_elixir
elixir	связывание	функция	Суффикс доказанного помощника	Суффикс доказанного помощника Elixir	suffiks_dokazannogo_pomoschnika_elixir
elixir	связывание	функция	Тело ветви	Тело ветви Elixir	telo_vetvi_elixir
elixir	связывание	функция	Тело пусть	Тело пусть Elixir	telo_pust_elixir
elixir	связывание	функция	Тело с постусловиями	Тело с постусловиями Elixir	telo_s_postusloviyami_elixir
elixir	связывание	функция	Тело функции	Тело функции Elixir	telo_funkcii_elixir
elixir	связывание	функция	Транслитерировать	Транслитерировать Elixir	transliterirovat_elixir
elixir	связывание	функция	Узел ничто	Узел ничто Elixir	uzel_nichto_elixir
elixir	связывание	функция	Уникальные имена	Уникальные имена Elixir	unikalnye_imena_elixir
elixir	связывание	функция	Файл прогонщика	Файл прогонщика Elixir	fayl_progonschika_elixir
elixir	связывание	функция	Формы, снимаемые непустотой	Формы, снимаемые непустотой Elixir	formy_snimaemye_nepustotoy_elixir
elixir	связывание	функция	Хвостовое если	Хвостовое если Elixir	hvostovoe_esli_elixir
elixir	связывание	функция	Хвостовое пусть	Хвостовое пусть Elixir	hvostovoe_pust_elixir
elixir	связывание	функция	Хвостовой вызов	Хвостовой вызов Elixir	hvostovoy_vyzov_elixir
elixir	связывание	функция	Хвостовые вызовы	Хвостовые вызовы Elixir	hvostovye_vyzovy_elixir
elixir	связывание	функция	Хвостовые рёбра	Хвостовые рёбра Elixir	hvostovye_ryobra_elixir
elixir	связывание	функция	Цели	Цели Elixir	celi_elixir
elixir	связывание	функция	Циклические функции	Циклические функции Elixir	ciklicheskie_funkcii_elixir
elixir	связывание	функция	Цифры	Цифры Elixir	cifry_elixir
elixir	связывание	функция	Число параметров	Число параметров Elixir	chislo_parametrov_elixir
elixir	связывание	функция	Число скаляра	Число скаляра Elixir	chislo_skalyara_elixir
elixir	связывание	функция	Число узла	Число узла Elixir	chislo_uzla_elixir
elixir	связывание	функция	Члены компоненты	Члены компоненты Elixir	chleny_komponenty_elixir
elixir	связывание	функция	Шаг ветки диспетчера	Шаг ветки диспетчера Elixir	shag_vetki_dispetchera_elixir
elixir	связывание	функция	Шаг выбора	Шаг выбора Elixir	shag_vybora_elixir
elixir	связывание	функция	Шаг отрезания	Шаг отрезания Elixir	shag_otrezaniya_elixir
elixir	связывание	функция	Шаг поиска слова	Шаг поиска слова Elixir	shag_poiska_slova_elixir
elixir	связывание	функция	Шаг постусловия	Шаг постусловия Elixir	shag_postusloviya_elixir
elixir	связывание	функция	Шаг предусловия	Шаг предусловия Elixir	shag_predusloviya_elixir
elixir	связывание	функция	Шаг рекурсивных	Шаг рекурсивных Elixir	shag_rekursivnyh_elixir
elixir	связывание	функция	Шаг тела функции	Шаг тела функции Elixir	shag_tela_funkcii_elixir
elixir	связывание	функция	Шаг уникальных	Шаг уникальных Elixir	shag_unikalnyh_elixir
elixir	связывание	функция	Шапка модуля	Шапка модуля Elixir	shapka_modulya_elixir
elixir	связывание	функция	Шапка файла	Шапка файла Elixir	shapka_fayla_elixir
elixir	связывание	функция	Элемент по индексу	Элемент по индексу Elixir	element_po_indeksu_elixir
elixir	связывание	функция	Элементы поля	Элементы поля Elixir	elementy_polya_elixir
elixir	связывание	функция	Элементы узла	Элементы узла Elixir	elementy_uzla_elixir
elixir	связывание	функция	Это запись	Это запись Elixir	eto_zapis_elixir
elixir	связывание	функция	Это истина	Это истина Elixir	eto_istina_elixir
elixir	связывание	функция	Это истина в скаляре	Это истина в скаляре Elixir	eto_istina_v_skalyare_elixir
elixir	связывание	функция	Это конечное число	Это конечное число Elixir	eto_konechnoe_chislo_elixir
elixir	связывание	функция	Это ничто	Это ничто Elixir	eto_nichto_elixir
elixir	связывание	функция	Это ничто в скаляре	Это ничто в скаляре Elixir	eto_nichto_v_skalyare_elixir
elixir	связывание	функция	Это отскок	Это отскок Elixir	eto_otskok_elixir
elixir	связывание	функция	Это символ слова	Это символ слова Elixir	eto_simvol_slova_elixir
elixir	связывание	функция	Это список	Это список Elixir	eto_spisok_elixir
elixir	связывание	функция	Это строка	Это строка Elixir	eto_stroka_elixir
elixir	связывание	функция	Это строка в скаляре	Это строка в скаляре Elixir	eto_stroka_v_skalyare_elixir
elixir	связывание	функция	Это число	Это число Elixir	eto_chislo_elixir
elixir	связывание	функция	Это число в скаляре	Это число в скаляре Elixir	eto_chislo_v_skalyare_elixir
elixir	типы	вариант	Есть число	Есть число Elixir	variant_est_chislo_elixir
elixir	типы	вариант	Есть функция	Есть функция Elixir	variant_est_funkciya_elixir
elixir	типы	вариант	Есть имя	Есть имя Elixir	variant_est_imya_elixir
elixir	типы	вариант	Есть узел	Есть узел Elixir	variant_est_uzel_elixir
elixir	типы	вариант	Нет числа	Нет числа Elixir	variant_net_chisla_elixir
elixir	типы	вариант	Нет функции	Нет функции Elixir	variant_net_funkcii_elixir
elixir	типы	вариант	Нет имени	Нет имени Elixir	variant_net_imeni_elixir
elixir	типы	вариант	Нет узла	Нет узла Elixir	variant_net_uzla_elixir
js	связывание	тип	Блок	Блок JavaScript	sozdat_blok_javascript
js	связывание	тип	Вариант типа	Вариант типа JavaScript	sozdat_variant_tipa_javascript
js	связывание	тип	Запись типа	Запись типа JavaScript	sozdat_zapis_tipa_javascript
js	связывание	тип	Итог	Итог JavaScript	sozdat_itog_javascript
js	связывание	тип	Итог образца	Итог образца JavaScript	sozdat_itog_obrazca_javascript
js	связывание	тип	Итог печати	Итог печати JavaScript	sozdat_itog_pechati_javascript
js	связывание	тип	Контекст	Контекст JavaScript	sozdat_kontekst_javascript
js	связывание	тип	Может быть функция	Может быть функция JavaScript	—
js	связывание	тип	Настройки	Настройки JavaScript	sozdat_nastroyki_javascript
js	связывание	тип	Общее	Общее JavaScript	sozdat_obschee_javascript
js	связывание	тип	Параметр	Параметр JavaScript	sozdat_parametr_javascript
js	связывание	тип	Поле типа	Поле типа JavaScript	sozdat_pole_tipa_javascript
js	связывание	тип	Постусловие	Постусловие JavaScript	sozdat_postuslovie_javascript
js	связывание	тип	Предусловие	Предусловие JavaScript	sozdat_preduslovie_javascript
js	связывание	тип	Сборка	Сборка JavaScript	sozdat_sborka_javascript
js	связывание	тип	Свежее	Свежее JavaScript	sozdat_svezhee_javascript
js	связывание	тип	Связывание	Связывание JavaScript	sozdat_svyazyvanie_javascript
js	связывание	тип	Связывание параметров	Связывание параметров JavaScript	sozdat_svyazyvanie_parametrov_javascript
js	связывание	тип	Состояние	Состояние JavaScript	sozdat_sostoyanie_javascript
js	связывание	тип	Сумма типов	Сумма типов JavaScript	sozdat_summa_tipov_javascript
js	связывание	тип	Файл	Файл JavaScript	sozdat_fayl_javascript
js	связывание	тип	Функция	Функция JavaScript	sozdat_funkciya_javascript
js	связывание	функция	Аргумент можно оставить	Аргумент можно оставить JavaScript	argument_mozhno_ostavit_javascript
js	связывание	функция	Арности форм	Арности форм JavaScript	arnosti_form_javascript
js	связывание	функция	Временное	Временное JavaScript	vremennoe_javascript
js	связывание	функция	Все вызовы	Все вызовы JavaScript	vse_vyzovy_javascript
js	связывание	функция	Есть имя модуля	Есть имя модуля JavaScript	est_imya_modulya_javascript
js	связывание	функция	Есть функция с именем	Есть функция с именем JavaScript	est_funkciya_s_imenem_javascript
js	связывание	функция	Заменить взятое	Заменить взятое JavaScript	zamenit_vzyatoe_javascript
js	связывание	функция	Заменить счётчик	Заменить счётчик JavaScript	zamenit_schyotchik_javascript
js	связывание	функция	Записать ошибку	Записать ошибку JavaScript	zapisat_oshibku_javascript
js	связывание	функция	Имена вариантов	Имена вариантов JavaScript	imena_variantov_javascript
js	связывание	функция	Имена записей	Имена записей JavaScript	imena_zapisey_javascript
js	связывание	функция	Имена функций	Имена функций JavaScript	imena_funkciy_javascript
js	связывание	функция	Имя модуля	Имя модуля JavaScript	imya_modulya_javascript
js	связывание	функция	Имя файла программы	Имя файла программы JavaScript	imya_fayla_programmy_javascript
js	связывание	функция	Каноническое имя формы	Каноническое имя формы JavaScript	kanonicheskoe_imya_formy_javascript
js	связывание	функция	Литерал скаляра	Литерал скаляра JavaScript	literal_skalyara_javascript
js	связывание	функция	Найти функцию	Найти функцию JavaScript	nayti_funkciyu_javascript
js	связывание	функция	Начальное взятое	Начальное взятое JavaScript	nachalnoe_vzyatoe_javascript
js	связывание	функция	Начальный контекст	Начальный контекст JavaScript	nachalnyy_kontekst_javascript
js	связывание	функция	Неизвестный вид	Неизвестный вид JavaScript	neizvestnyy_vid_javascript
js	связывание	функция	Обновить вариант типа	Обновить вариант типа JavaScript	obnovit_variant_tipa_javascript
js	связывание	функция	Обновить запись типа	Обновить запись типа JavaScript	obnovit_zapis_tipa_javascript
js	связывание	функция	Описание функции	Описание функции JavaScript	opisanie_funkcii_javascript
js	связывание	функция	Отложить аргумент	Отложить аргумент JavaScript	otlozhit_argument_javascript
js	связывание	функция	Первая из функций	Первая из функций JavaScript	pervaya_iz_funkciy_javascript
js	связывание	функция	Печать батута	Печать батута JavaScript	pechat_batuta_javascript
js	связывание	функция	Печать ветви	Печать ветви JavaScript	pechat_vetvi_javascript
js	связывание	функция	Печать вызова	Печать вызова JavaScript	pechat_vyzova_javascript
js	связывание	функция	Печать двуместной	Печать двуместной JavaScript	pechat_dvumestnoy_javascript
js	связывание	функция	Печать если	Печать если JavaScript	pechat_esli_javascript
js	связывание	функция	Печать записи	Печать записи JavaScript	pechat_zapisi_javascript
js	связывание	функция	Печать значения	Печать значения JavaScript	pechat_znacheniya_javascript
js	связывание	функция	Печать известной формы	Печать известной формы JavaScript	pechat_izvestnoy_formy_javascript
js	связывание	функция	Печать конструктора	Печать конструктора JavaScript	pechat_konstruktora_javascript
js	связывание	функция	Печать литерала	Печать литерала JavaScript	pechat_literala_javascript
js	связывание	функция	Печать операции	Печать операции JavaScript	pechat_operacii_javascript
js	связывание	функция	Печать переменной	Печать переменной JavaScript	pechat_peremennoy_javascript
js	связывание	функция	Печать поля записи	Печать поля записи JavaScript	pechat_polya_zapisi_javascript
js	связывание	функция	Печать программы	Печать программы JavaScript	pechat_programmy_javascript
js	связывание	функция	Печать пусть	Печать пусть JavaScript	pechat_pust_javascript
js	связывание	функция	Печать разбора	Печать разбора JavaScript	pechat_razbora_javascript
js	связывание	функция	Печать разбора значением	Печать разбора значением JavaScript	pechat_razbora_znacheniem_javascript
js	связывание	функция	Печать свёртки	Печать свёртки JavaScript	pechat_svyortki_javascript
js	связывание	функция	Печать списка	Печать списка JavaScript	pechat_spiska_javascript
js	связывание	функция	Печать формы	Печать формы JavaScript	pechat_formy_javascript
js	связывание	функция	Печать функции	Печать функции JavaScript	pechat_funkcii_javascript
js	связывание	функция	Печать хвоста	Печать хвоста JavaScript	pechat_hvosta_javascript
js	связывание	функция	Печать цикла	Печать цикла JavaScript	pechat_cikla_javascript
js	связывание	функция	Положить в	Положить в JavaScript	polozhit_v_javascript
js	связывание	функция	Пометка вида типа	Пометка вида типа JavaScript	pometka_vida_tipa_javascript
js	связывание	функция	Пометка типа	Пометка типа JavaScript	pometka_tipa_javascript
js	связывание	функция	Помощник формы	Помощник формы JavaScript	pomoschnik_formy_javascript
js	связывание	функция	Помощники операций	Помощники операций JavaScript	pomoschniki_operaciy_javascript
js	связывание	функция	Помощники форм	Помощники форм JavaScript	pomoschniki_form_javascript
js	связывание	функция	Проверить арность вызова	Проверить арность вызова JavaScript	proverit_arnost_vyzova_javascript
js	связывание	функция	Проверить арность формы	Проверить арность формы JavaScript	proverit_arnost_formy_javascript
js	связывание	функция	Проверить вариант	Проверить вариант JavaScript	proverit_variant_javascript
js	связывание	функция	Проверить запись	Проверить запись JavaScript	proverit_zapis_javascript
js	связывание	функция	Проверить имя записи	Проверить имя записи JavaScript	proverit_imya_zapisi_javascript
js	связывание	функция	Проверить имя узла	Проверить имя узла JavaScript	proverit_imya_uzla_javascript
js	связывание	функция	Проверить столкновения	Проверить столкновения JavaScript	proverit_stolknoveniya_javascript
js	связывание	функция	Проверка образца	Проверка образца JavaScript	proverka_obrazca_javascript
js	связывание	функция	Просто значение	Просто значение JavaScript	prosto_znachenie_javascript
js	связывание	функция	Пустая сборка	Пустая сборка JavaScript	pustaya_sborka_javascript
js	связывание	функция	Пустое состояние	Пустое состояние JavaScript	pustoe_sostoyanie_javascript
js	связывание	функция	Разрешить вызов	Разрешить вызов JavaScript	razreshit_vyzov_javascript
js	связывание	функция	Рёбра вызовов	Рёбра вызовов JavaScript	ryobra_vyzovov_javascript
js	связывание	функция	Свежее имя	Свежее имя JavaScript	svezhee_imya_javascript
